filename,batch_folder,header_dimensions,alpha,manifest_id,shipped_path,status,selection_note
future-spinner-ui-support-480-masters/01-ui-gauge-face.png,future-spinner-ui-support-480-masters,480x480,no,UI-01,ui/gauge_face.png,MAPPED,Ingested clean at 0.0 percent aspect drift. Honours the row constraint that the replacement is needle free.
future-spinner-ui-support-480-masters/02-ui-single-needle.png,future-spinner-ui-support-480-masters,480x480,no,UI-02,ui/gauge_needle.png,MAPPED,"Ingested clean at 0.0 percent aspect drift. Batch record reports the needle baked at 62.53 degrees, which matches the row requirement of the same baked 62 degrees."
future-spinner-ui-support-480-masters/03-ui-spin-button.png,future-spinner-ui-support-480-masters,480x480,no,DOC-01,NONE,NO-ROW,"Interface Guide icon, REGEN, and the row is explicit that the live control is CSS plus inline SVG and the PNG is a headless screenshot of it. Refused on class regardless of geometry."
future-spinner-ui-support-480-masters/04-ui-secondary-panel.png,future-spinner-ui-support-480-masters,480x480,no,NONE,NONE,NO-ROW,"No REPLACE row. Batch sequence label UI-04 in the record is the batch own numbering and does NOT correspond to manifest UI-04, which is ui/jet_nozzle.png; the manifest has no UI-03 at all, so the two schemes are unrelated. Mapping by that label would have been a silent wrong row ingest."
future-spinner-ui-support-480-masters/05-ui-future-spinner-wordmark.png,future-spinner-ui-support-480-masters,480x480,no,UI-05,NONE,WRONG-SPEC,"Refused at 80.0 percent aspect drift: 480x480 against a 600x120 target. Composition mismatch as well as geometry, the batch record specifies an exact two line FUTURE over SPINNER lockup and the row is a 5:1 single line strip."
future-spinner-ui-support-480-masters/06-tile-plate-refinement-v2.png,future-spinner-ui-support-480-masters,480x480,no,SY-13,NONE,WRONG-SPEC,"SELECTED over 07-tile-plate.png on the batch record, which self declares it a refinement v2 retaining the original subordinate reel cell role, is newer, and is the one the newest batch record cites as a style reference. Refused at 16.39 percent aspect drift: the row needs a 244x204 crop, not a square resize."
future-spinner-ui-support-480-masters/07-dyno-cell-background-variant.png,future-spinner-ui-support-480-masters,480x480,no,SC-01,NONE,AMBIGUOUS,"Second background candidate, newer, and stronger on the row constraint that the surface stay dark under the HUD, central to side luminance ratio 0.414 against the garage 0.574. Still refused at 43.75 percent aspect drift and still a 4x upscale short. SC-02 bg_overdrive is DERIVED NOT AUTHORED and needs a matched grade of whichever SC-01 wins, so it has no candidate at all."
future-spinner-ui-support-480-masters/PROMPTS_AND_QA.md,future-spinner-ui-support-480-masters,n/a,n/a,NONE,NONE,INTERMEDIATE,"Batch record, not an asset. This is the provenance document for its folder."
future-spinner-ui-support-480-masters/review/future-spinner-ui-support-480-review.png,future-spinner-ui-support-480-masters,1040x520,no,NONE,NONE,INTERMEDIATE,"Review composite or registration diagnostic, not a shippable asset."
future-spinner-ui-support-480-masters/review/ui-gauge-with-needle-overlay.png,future-spinner-ui-support-480-masters,480x480,no,NONE,NONE,INTERMEDIATE,"Review composite or registration diagnostic, not a shippable asset."
future-spinner-ui-support-480-masters/source-1254/01-ui-gauge-face-source.png,future-spinner-ui-support-480-masters,1254x1254,no,NONE,NONE,INTERMEDIATE,"Raw pre key generator source, one step further upstream than work-alpha. Measured proof it is not the delivery: its canvas corners are not pure green, for example (23,240,19) against the delivered (0,255,0), so it fails the batch own delivery QA. The delivery chain is source-1254 then work-alpha then the top level file."
future-spinner-ui-support-480-masters/source-1254/02-ui-single-needle-source.png,future-spinner-ui-support-480-masters,1254x1254,no,NONE,NONE,INTERMEDIATE,"Raw pre key generator source, one step further upstream than work-alpha. Measured proof it is not the delivery: its canvas corners are not pure green, for example (23,240,19) against the delivered (0,255,0), so it fails the batch own delivery QA. The delivery chain is source-1254 then work-alpha then the top level file."
future-spinner-ui-support-480-masters/source-1254/03-ui-spin-button-source.png,future-spinner-ui-support-480-masters,1254x1254,no,NONE,NONE,INTERMEDIATE,"Raw pre key generator source, one step further upstream than work-alpha. Measured proof it is not the delivery: its canvas corners are not pure green, for example (23,240,19) against the delivered (0,255,0), so it fails the batch own delivery QA. The delivery chain is source-1254 then work-alpha then the top level file."
future-spinner-ui-support-480-masters/source-1254/04-ui-secondary-panel-source.png,future-spinner-ui-support-480-masters,1254x1254,no,NONE,NONE,INTERMEDIATE,"Raw pre key generator source, one step further upstream than work-alpha. Measured proof it is not the delivery: its canvas corners are not pure green, for example (23,240,19) against the delivered (0,255,0), so it fails the batch own delivery QA. The delivery chain is source-1254 then work-alpha then the top level file."
future-spinner-ui-support-480-masters/source-1254/05-ui-future-spinner-wordmark-source.png,future-spinner-ui-support-480-masters,1254x1254,no,NONE,NONE,INTERMEDIATE,"Raw pre key generator source, one step further upstream than work-alpha. Measured proof it is not the delivery: its canvas corners are not pure green, for example (23,240,19) against the delivered (0,255,0), so it fails the batch own delivery QA. The delivery chain is source-1254 then work-alpha then the top level file."
future-spinner-ui-support-480-masters/source-1254/06-tile-plate-refinement-v2-source.png,future-spinner-ui-support-480-masters,1254x1254,no,NONE,NONE,INTERMEDIATE,"Raw pre key generator source, one step further upstream than work-alpha. Measured proof it is not the delivery: its canvas corners are not pure green, for example (23,240,19) against the delivered (0,255,0), so it fails the batch own delivery QA. The delivery chain is source-1254 then work-alpha then the top level file."
future-spinner-ui-support-480-masters/source-1254/07-dyno-cell-background-variant-source.png,future-spinner-ui-support-480-masters,1254x1254,no,NONE,NONE,INTERMEDIATE,"Raw pre key generator source, one step further upstream than work-alpha. Measured proof it is not the delivery: its canvas corners are not pure green, for example (23,240,19) against the delivered (0,255,0), so it fails the batch own delivery QA. The delivery chain is source-1254 then work-alpha then the top level file."
future-spinner-ui-support-480-masters/work-alpha/01-ui-gauge-face-alpha.png,future-spinner-ui-support-480-masters,1254x1254,yes,NONE,NONE,INTERMEDIATE,"Intermediate isolation matte. Resizing the work-alpha file to 480 and compositing on green reproduces the delivered top level file exactly, which is what identifies this as the step before delivery."
future-spinner-ui-support-480-masters/work-alpha/02-ui-single-needle-alpha.png,future-spinner-ui-support-480-masters,1254x1254,yes,NONE,NONE,INTERMEDIATE,"Intermediate isolation matte. Resizing the work-alpha file to 480 and compositing on green reproduces the delivered top level file exactly, which is what identifies this as the step before delivery."
future-spinner-ui-support-480-masters/work-alpha/02-ui-single-needle-registered-alpha.png,future-spinner-ui-support-480-masters,1254x1254,yes,NONE,NONE,INTERMEDIATE,"Intermediate isolation matte. Resizing the work-alpha file to 480 and compositing on green reproduces the delivered top level file exactly, which is what identifies this as the step before delivery."
future-spinner-ui-support-480-masters/work-alpha/03-ui-spin-button-alpha.png,future-spinner-ui-support-480-masters,1254x1254,yes,NONE,NONE,INTERMEDIATE,"Intermediate isolation matte. Resizing the work-alpha file to 480 and compositing on green reproduces the delivered top level file exactly, which is what identifies this as the step before delivery."
future-spinner-ui-support-480-masters/work-alpha/04-ui-secondary-panel-alpha.png,future-spinner-ui-support-480-masters,1254x1254,yes,NONE,NONE,INTERMEDIATE,"Intermediate isolation matte. Resizing the work-alpha file to 480 and compositing on green reproduces the delivered top level file exactly, which is what identifies this as the step before delivery."
future-spinner-ui-support-480-masters/work-alpha/05-ui-future-spinner-wordmark-alpha.png,future-spinner-ui-support-480-masters,1254x1254,yes,NONE,NONE,INTERMEDIATE,"Intermediate isolation matte. Resizing the work-alpha file to 480 and compositing on green reproduces the delivered top level file exactly, which is what identifies this as the step before delivery."
future-spinner-ui-support-480-masters/work-alpha/06-tile-plate-refinement-v2-alpha.png,future-spinner-ui-support-480-masters,1254x1254,yes,NONE,NONE,INTERMEDIATE,"Intermediate isolation matte. Resizing the work-alpha file to 480 and compositing on green reproduces the delivered top level file exactly, which is what identifies this as the step before delivery."
