id	sev	family	tier	verdict	self_verifying	evidence_at_head	remaining	fix_location
S2-C055	HIGH	COMPLIANCE	documentation	STILL_OPEN	YES	OWNER_CHECKLIST.md is 225 lines at HEAD (the row's line numbers have shifted; the DONE table now runs :196-214). The double-count is still there. The stale-kits row is still inside the DONE table at :214: '| **The stale Desktop kits** | not done | Five kit folders are on the Desktop, including the 26 July unversioned one that holds the MATHS package. Folded into item 3, because it must happen before the next upload. ...' -- it was neither deleted nor moved out. And the table heading it sits under is unrestated at :198: 'Everything below was on this list and is finished. Kept rather than deleted, so nothing is asked twice and every claim can be checked.' That heading directly contradicts a row reading 'not done', which is the counted-twice defect. Partial movement only: the word 'partly' is gone (`grep -n 'partly|Folded|folded'` returns line 214 alone, with 'Folded into item 3'), so the f	Restate the DONE table heading at :198 to admit folded items (or delete the :214 row outright and let item 3 carry it), and put a real date in the Finished column of the Domain row at :210 in place of 'done'.	OWNER_CHECKLIST.md:153 (and OWNER_CHECKLIST.md:138, OWNER_CHECKLIST.md:149)
S2-C056	HIGH	COMPLIANCE	documentation	ALREADY_CLOSED	YES	OWNER RULING 2026-08-05, and the row is closed by the answer rather than by an edit. The row asked which portal entry the dossier should name. The owner has recovered the ORIGINAL clean entry, future-spinner with no numeric suffix, and it is now the ONLY entry: the numbered working handles are deleted. So the question the row parked on is settled, and OWNER_CHECKLIST item 5, keep one entry and delete the rest, is satisfied at the same time. "SUBMISSION_DOSSIER.md section 5b0 (now :221-237, the row recorded :206-212) is unrewritten. :221 still reads '### 5b0. THE SUBMISSION ENTRY IS `future-spinner-2` (owner's ruling, 2026-07-28)' and :223 '**Everything in 5b onward targets the game entry `future-spinner-2`.** It is a fresh clean upload and it is the entry that will be submitted.' There is no supersession note, no mention of `future-spinner-3` or the V10 kit anywhere in the dossier (`grep -n 'future-spinner-3' SUBMISSION_DOSSIER.md` returns nothing), and no verbatim citation of docs/records/upload-kit/00_READ_ME_FIRST.md:1018 -- which at HEAD does say it: ':1017-1018 ""**Superseded by PART 9i below.** No V9 upload was ever confirmed (the checklist item stayed open); V10 replaces it and the destination entry changed to `future-spinner-3`.""' So the two documents still diverge. Step 1 is also unchanged, now at :246: '1. Log in to"	"Rewrite SUBMISSION_DOSSIER.md 5b0 at :221-237 to keep the 2026-07-28 -2 ruling as history and record the supersession to `future-spinner-3` with the V10 kit, citing 00_READ_ME_FIRST.md:1018 verbatim per convention (l.7); change step 1 at :246 to name -3; correct the present-tense claim in REVIEW_TRACKER.md:277; and add the `<!--CHECK: !grep ""future-spinner-2"" OWNER_CHECKLIST.md-->` directive so re-divergence goes red under the document currency scan (checks.yml:290-291 at HEAD). Note the row's six OWNER_CHECKLIST line citations (:27, :38, :104, :112, :145, :151) no longer resolve after that fi"	SUBMISSION_DOSSIER.md:206-212
S2-C058	HIGH	COMPLIANCE	gate_or_ci	STILL_OPEN	YES	"PARTIALLY built, but the defect stands. The wiring half IS done: checks.yml:890-891 is a browser matrix leg `- name: ""browser: build diet, pruned paths and budget""` / `run: node scripts/build_diet_verify.mjs --self-test && node scripts/build_diet_verify.mjs`, in the same `--self-test && ...` form as the other legs. But the capability the row exists for is absent, and the gate says so itself. frontend/scripts/build_diet_verify.mjs:3-13 (its own header, at HEAD): ""WHAT THIS GATE DOES NOT TEST... It does NOT test request ORIGIN. Line 110 computes `rel` by splitting the response URL on the base URL, so for any off-origin URL `rel` is undefined and the pruned-path block is skipped entirely... a SUCCESSFUL external load (status 200) is invisible here."" And lines 10-13: ""MEASURED 2026-07-31... injecting the exact historical TR-001 defect, a `fonts.googleapis.com` stylesheet link, into a scratch"	"The origin assertion itself (either added to build_diet_verify.mjs or by wiring platform_conformance_item2.mjs, which compares `new URL(u).origin` properly); the convention (p) seed in the real defect form, patching the SERVED bundle with an external font or CDN request and proving RED; the leg name ""browser: network hygiene"", which the workflow deliberately withholds until the capability exists; and the second assertion class (studio-side telemetry sinks) from the same request log, which is S2-C052's half."	.github/workflows/checks.yml:850-853 (add a twelfth matrix leg running frontend/scripts/build_diet_verify.mjs, which needs chromium)
S2-C059	HIGH	COMPLIANCE	gate_or_ci	STILL_OPEN	YES	design-system/brand/provider_mark/PROVIDER_LOGO_DERIVATION.md:7 still reads verbatim: '**Verdict: candidate F wins at 32px, 3 of 3 measures.**' and :95 is still the ranking row '| 32 | 3 | 0 | **f** |'. Neither carries an admissibility qualifier. `grep -n -i 'admissib|ceiling' design-system/brand/provider_mark/PROVIDER_LOGO_DERIVATION.md frontend/scripts/provider_logo_derivation.mjs` returns no hits at all (only 'margin' hits at .mjs:221,237 and .md:99,103, which are the head-to-head ratio, not a ceiling). frontend/scripts/provider_logo_derivation.mjs:216-231 computes verdictAt() as a pure two-candidate vote (`winner: gw >= 2 ? 'g' : 'f'`) with no absolute threshold anywhere; the only process.exit calls in the script are :113 (missing master file) and :303 (delivery hash mismatch), so there is no non-zero exit for an inadmissible winner. No re-wording was done either: the doc's caveat se	Either add the absolute admissibility check (32px invisibleInk against a stated derived ceiling, non-zero exit when no candidate is admissible, ceiling and margin emitted into the record so :7 reads 'admissible AND wins'), or take the cheap alternative and re-word :7 and :95 to state that the verdict is a head-to-head ranking against one alternative and carries no absolute legibility claim.	frontend/scripts/provider_logo_derivation.mjs:224
S2-C065	HIGH	COMPLIANCE	documentation	STILL_OPEN	YES	design-system/DESIGN_SYSTEM.md:7-21 is untouched at HEAD. The law at :8-9 still reads absolutely: '- One design output: every visual asset derives from vector masters in this directory. No external generation (Manus retired July 2026).' -- no qualification for the owner-commissioned external art CLAUDE.md now permits. The masters line at :16 is unqualified: '- Masters are 1024x1024 SVG, filter free: glows are baked as layered stroke stacks so rendering is deterministic in any rasteriser (cairosvg or browser).' -- it does not distinguish SYMBOL masters from the brand emblem and tile masters that are committed rasters with provenance records. The exports line at :18-19 is unqualified: '- Exports are rendered at exact display sizes from a manifest (npm run assets in AssetForge v2).' -- it does not say the brand exports are a palette-reduce of a committed raster rather than an svg2png render	All three edits at :8-9, :16 and :18-19, plus the dated amendment banner pointing at CLAUDE.md:316-341. The precise wording of the :8-9 change depends on S2-C036, whose text was not supplied.	design-system/DESIGN_SYSTEM.md:8-9
S2-C067	HIGH	CENSUS	documentation	ALREADY_CLOSED	YES	"The recorded defect (COMPLIANCE_WATCH.md:149 asserting TWO `isAutoPlay.set(true)` call sites and naming the deleted `ControlBar.svelte:57-63` first) is gone. COMPLIANCE_WATCH.md:151-155 now reads: ""- **Autoplay explicit-confirm gate:** confirmed structural, not a single named function - `isAutoPlay.set(true)` has exactly ONE call site in the whole codebase, inside `startAuto(count)` at `HudOverlay.svelte:194`, reachable only via two explicit clicks (open the autoplay menu, then click a specific spin-count option). Never called on mount, from restored state, or from a URL param."" and :156-169 carry the in-place correction block, including ""was deleted on 2026-07-08 in commit `56c0403`"". The ONE-call-site claim is true at HEAD: `grep -rn ""isAutoPlay.set(true)"" frontend/src` returns exactly one line, `frontend/src/lib/components/HudOverlay.svelte:194: isAutoPlay.set(true)`. NOTE, not part o"		COMPLIANCE_WATCH.md:148 (the one-line correction). Second, optional SMALL fix at frontend/scripts/check_autoplay_confirm_gate.mjs:27 and .github/workflows/checks.yml:462.
S2-C069	HIGH	CENSUS	gate_or_ci	STILL_OPEN	YES	"The divergence is measurably still there: `shasum -a 256` gives 97ed2fe0abe14a4244872b89ebab07935156a0df78a3de9859d72a7017a094a6 for frontend/public/assets/themes/future-spinner/ui/hero_icon_96.png against 2affa2250bcb4a14d923424ac6576e79f0d7b9ab51b5ca38c9b197b81691de20 for design-system/brand/hero_icon/hero_icon_96.png, and `ls -l` gives 23135 bytes shipped against 24547 bytes master. Neither remedy has landed. scripts/assets/manifest.json:121 still carries `""palette_colors"": 256` for this entry (option b not taken), and the note at :123 still reads only 'OWNER AUDIT ROUND 3, item 1 (logo canonicalisation). The hero icon (tools/brand/derive_hero_icon.py) is a tight circular crop of the hero emblem's wheel-and-reel core, transparent outside the circle - LoadingScreen.svelte's spinning brand-mark pod now rotates this single icon instead of the retired brand_mark_base/brand_mark_spin two-l"	Either extend the note at scripts/assets/manifest.json:123 to record the 256-colour PA-mode quantisation and the measured deviation, or drop/raise `palette_colors` at :121 and re-run the export so the shipped icon is byte-identical to the master (the preferred option, since the whole file is ~23 KB).	scripts/assets/manifest.json:121-123
S2-C070	HIGH	CENSUS	documentation	STILL_OPEN	YES	"reports/qa/file_census/CENSUS_MECHANICAL.md:60-63 at HEAD: 60 ## Zero-reference candidates: 550 61 (blank) 62 | directory | candidates | 63 |---|---| Neither requested edit is present. `grep -rn ""orphan_candidates"" reports/qa/file_census/CENSUS_MECHANICAL.md` returns nothing, so the file never points a reader at the artefact that enumerates the 550 (which does exist: `wc -l reports/qa/file_census/orphan_candidates.txt` = 550). The column header at :62 is still the word `directory`, while keys such as `optimization_program/run_script.py` (:79), `uploads/aws_classes.py` (:82), `uploads/aws_constants.py` (:83), `uploads/aws_upload.py` (:84), `utils/rgs_verification.py` (:86) and `utils/swap_lookups.py` (:88) are files, not directories. The file is untouched since it was created: `git log --oneline -3 -- reports/qa/file_census/CENSUS_MECHANICAL.md` returns only `f4d03cb audit: JOBS 1b, 2 and"	Add, after :60, the sentence stating the 550 individual paths are enumerated in full in `orphan_candidates.txt` in the same directory; and change the `directory` column header at :62 to `path prefix (first two segments)`. No counts change.	reports/qa/file_census/CENSUS_MECHANICAL.md:60-88
S2-C071	HIGH	CENSUS	documentation	STILL_OPEN	YES	reports/qa/file_census/CENSUS_MECHANICAL.md:20 still reads `**Total tracked files: 3630.**`, and :21 is blank with :22 being the next heading `## The 27 the rules refused to guess at` - no correction block was appended after :20. The underlying discrepancy is still live: the class counts at :13-18 are 1556+1249+534+173+91+27 = 3630 (they partition the stated total exactly), while `git ls-tree -r --name-only f4d03cb^ | wc -l` returns 3664, a shortfall of 34. The file is untouched since creation: `git log --oneline -3 -- reports/qa/file_census/CENSUS_MECHANICAL.md` returns only `f4d03cb`. No census generator script is committed under reports/qa/file_census/ (the directory contains only CENSUS_MECHANICAL.md, orphan_candidates.txt and shards/).	Append the in-place correction block immediately after :20 (3630 is 34 short of the 3664 tracked at f4d03cb^; the class counts sum exactly so the loss is in the input list, not the arithmetic; the 34 cannot be named because no generator is committed). Do not overwrite 3630 with 3664. The durable fix, committing a census generator, is also not done.	reports/qa/file_census/CENSUS_MECHANICAL.md:20
S2-C073	HIGH	CENSUS	documentation	ALREADY_CLOSED	YES	"The LOCAL UPLOAD SET cell now says twelve. SUBMISSION_DOSSIER.md:281 (the row's :262 has shifted down; :262 at HEAD is unrelated prose about the provider logo upload): ""| **LOCAL UPLOAD SET** | Those seven **plus** the five `books_<mode>.jsonl.zst`. **Twelve files.** | The build machine, ..."". `grep -rn ""Eleven files\|eleven files\|(11 files)\|11 files"" SUBMISSION_DOSSIER.md` returns exactly one hit, SUBMISSION_DOSSIER.md:304, and that hit is the deliberate historical quotation inside the existing correction paragraph at :303-310 (""**TWELVE files, and the count was wrong here until 2026-07-26.** This heading said \""the eleven files `index.json` declares\"", which is wrong twice...""), not a live claim. The contents description in the same cell is ""Those seven **plus** the five"", as the row said it should already be."		SUBMISSION_DOSSIER.md:262
S2-C074	HIGH	CENSUS	documentation	ALREADY_CLOSED	YES	"BOOKS_MANIFEST.md:32 now reads ""| **Local upload set** | The 7 above **plus** 5 x `books_<mode>.jsonl.zst` (12 files) | The build machine, and an owner-held **private** Google Drive copy ... | This manifest's hashes |"". `grep -rn ""(11 files)\|11 files\|eleven"" BOOKS_MANIFEST.md` returns no hits. The arithmetic checks out against the sibling row at :31 (`index.json`, `game_metadata.json`, 5 x lookUpTable = 7 files) plus the five books listed at :43-47. The optional inline reason the row suggested appending (""index.json and game_metadata.json are uploaded but not declared by the index, see SUBMISSION_DOSSIER.md:284-288"") was NOT added, but that equivalent explanation does exist in the other document at SUBMISSION_DOSSIER.md:303-310."		BOOKS_MANIFEST.md:32
S2-C075	HIGH	CENSUS	gate_or_ci	STILL_OPEN	YES	".github/workflows/publish-stake-engine.yml:71 is unchanged and still reads: `test -f ""$MATH_PATH/index.json"" || { echo ""::error::$MATH_PATH/index.json missing""; exit 1; }`, followed at :72 by `echo ""math bundle OK: $MATH_PATH""; ls -1 ""$MATH_PATH"" | head`. The whole 'Validate bundles exist' step is :68-77 and contains no parse of index.json, no iteration over its `events` or `weights` paths, and no per-file existence test - the only other check in the step is `test -d ""$FRONT_PATH""` at :75. So existence of index.json alone still stands in for the bundle being complete."	Replace the single `test -f` at :71 with a validation that parses index.json and tests every `events` and every `weights` path it names, failing with the list of missing files. (Separate, owner's call, not part of this defect: how the five books files reach the runner.)	.github/workflows/publish-stake-engine.yml:71
S2-C077	HIGH	CENSUS	documentation	STILL_OPEN	YES	"(a) SUBMISSION_DOSSIER.md:161 still reads ""**Measured at 14.80MB (108 files, 15,515,125 bytes) against the 25MB budget on 2026-07-26**"". The committed JSON reports/qa/dist_hygiene_2026-07-26.json:5-6 reads ""\""files\"": 108, \""bytes\"": 15515148"". 15,515,125 != 15,515,148, so the prose figure has not been restated. No CHECK anchor was added: `grep -n ""CHECK:"" SUBMISSION_DOSSIER.md` returns only lines 289 and 290 (count=7 publish_files, count=5 lookUpTable_*_0.csv) -- there is no `<!--CHECK: grep ""15515148"" ...-->`. (b) frontend/scripts/dist_hygiene_gate.mjs:333 still writes to the literal filename: `writeFileSync(join(QA, 'dist_hygiene_2026-07-26.json'), JSON.stringify({` with `generated: '2026-07-26'` on :334. The name is not derived from the run date or the stamp commit. (The row records this as :239; the write is now at :333, the only writeFileSync of that report in the file.)"	"Restate SUBMISSION_DOSSIER.md:161 as 14.80MB (108 files, 15,515,148 bytes); add the `<!--CHECK: grep ""15515148"" reports/qa/dist_hygiene_2026-07-26.json-->` anchor; and change the report filename at frontend/scripts/dist_hygiene_gate.mjs:333 to be derived from the run date or the stamp commit rather than the literal '2026-07-26'."	SUBMISSION_DOSSIER.md:155
S2-C078	HIGH	CENSUS	documentation	STILL_OPEN	YES	"SUBMISSION_DOSSIER.md:171-173 still reads ""The 108th file is `build-info.json` itself, the JOB 4 provenance stamp, which records the other 107 files and 15,514,744 bytes and is excluded from its own total for want of a fixed point. 15,514,744 plus the stamp's own 381 bytes is 15,515,125"". The committed JSON reports/qa/dist_hygiene_2026-07-26.json:29-30 reads ""\""bundleFilesExcludingThisFile\"": 107, \""bundleBytesExcludingThisFile\"": 15514766"". The prose still carries 15,514,744 / 381 / 15,515,125 instead of 15,514,766 / 382 / 15,515,148. No CHECK anchor for 15514766 exists: `grep -n ""CHECK:"" SUBMISSION_DOSSIER.md` returns only lines 289-290. The :163 claim about the gate (now :173, ""`dist_hygiene_gate.mjs` asserts exactly that reconciliation on every build"") is indeed backed by frontend/scripts/dist_hygiene_gate.mjs:128-131, which checks `info.bundleBytesExcludingThisFile + infoBytes === t"	"Restate the three figures at SUBMISSION_DOSSIER.md:172-173 as 15,514,766 / 382 / 15,515,148, add the `<!--CHECK: grep ""15514766"" reports/qa/dist_hygiene_2026-07-26.json-->` anchor, and reconcile with the S2-C077 figure at :161 in the same commit."	SUBMISSION_DOSSIER.md:160-162
S2-C079	HIGH	CENSUS	documentation	ALREADY_CLOSED	YES	VERDICT CORRECTED 2026-08-05 by the Head of Engineering seat. Reconciled as STILL_OPEN, but closed at HEAD by Session 7 commit e8b7e4e, which landed AFTER this file was committed. SUBMISSION_DOSSIER.md now states that the committed dist_hygiene JSON is NOT the fresh-clone build described above it, naming commit a1ff78bb and cleanTree false, which is option (a) of the row verbatim. The gate half is closed too: dist_hygiene_gate.mjs asserts info.cleanTree is true (S2-C044) and derives the generated date from the run (S2-C080). "(a) SUBMISSION_DOSSIER.md:161-163 still describes a build no committed file records: ""...on the artefact that shipped then: the JOB 5 kit V3 build, from a fresh clone at commit `7dd83e6a`, clean tree."" The only committed hygiene evidence is reports/qa/dist_hygiene_2026-07-26.json (`ls reports/qa/ | grep -i hygiene` returns exactly one file), whose buildStamp at :25-27 reads commit ""a1ff78bbe5fcc85ee0d32278a1e63c880c46f5ed"", ""cleanTree"": false. No fresh-clone JSON has been committed and the prose has not been restated. (b) frontend/scripts/dist_hygiene_gate.mjs:333 still writes the literal `dist_hygiene_2026-07-26.json`, and `grep -n ""cleanTree"" frontend/scripts/dist_hygiene_gate.mjs` returns no matches at all -- the `info.cleanTree === true` assertion proposed under S2-C044 is absent, so a dirty-tree run is still silently recorded rather than refused."	Either restate SUBMISSION_DOSSIER.md:161-163 to describe the a1ff78bb / cleanTree:false run the committed JSON actually holds, or commit a genuine fresh-clone gate run and quote that; and at frontend/scripts/dist_hygiene_gate.mjs:333 derive the report filename from the stamp commit or run date plus add the `info.cleanTree === true` assertion.	SUBMISSION_DOSSIER.md:156-157
S2-C080	HIGH	CENSUS	gate_or_ci	STILL_OPEN	YES	"The artefact write block is now at frontend/scripts/dist_hygiene_gate.mjs:333-346 (the recorded :239-240 has shifted; :239-240 today are the close of stakeBrandingViolations and the `brandFiles` const). It still reads `writeFileSync(join(QA, 'dist_hygiene_2026-07-26.json'), JSON.stringify({` at :333 and `generated: '2026-07-26',` at :334 - both literals. `grep -n ""generated|measuredAt|dist_hygiene"" frontend/scripts/dist_hygiene_gate.mjs` returns only :1, :30, :41, :333, :334; there is no `new Date()` anywhere in the write, and no `measuredAt` or any sibling field carrying the tree the run measured. The keys emitted at :334-345 are generated, job, dist, budgetBytes, filesByExtension, documentationFound, buildStamp, seeded, negativeControl, dataUriViolations, dataUriSeeded, dataUriNegativeControl, pass, failures. So any re-run still stamps 2026-07-26 regardless of when it ran, and two comm"	Replace the `generated: '2026-07-26'` literal at :334 with a run-derived value (`new Date().toISOString().slice(0, 10)`) and add a sibling field (e.g. `measuredAt: new Date().toISOString()`) so two committed copies are distinguishable. The filename literal at :333 can stay per the row's own preference.	frontend/scripts/dist_hygiene_gate.mjs:239-240
S2-C082	HIGH	CURRENCY	documentation	STILL_OPEN	YES	"SUBMISSION_DOSSIER.md:114 still ends the independent-verification paragraph with ""all Stake checks pass (reports/archive/superseded/MATH_VALIDATION.md)."" The successors the row names are not cited there -- `grep -n ""verify_books_lookup_equality"" SUBMISSION_DOSSIER.md` produces no hit anywhere near :107-115, and the paragraph is unchanged. The same superseded citation also survives at :34. For the class-closing half: `grep -n ""superseded"" scripts/qa/doc_currency_gate.mjs` returns exit status 1, no matches -- the gate has no rule that reports a path under reports/archive/superseded/ in a scanned document, and no convention-(p) seed for this case. The gate's only archive handling is the opposite direction: :154 lists 'reports/archive/' in OUT_OF_SCOPE and :847-859 is a negative control asserting a dated archive file is NOT flagged."	Replace the reports/archive/superseded/MATH_VALIDATION.md citation at SUBMISSION_DOSSIER.md:114 with the successors (tools/verify_books_lookup_equality.py plus the equality proof at :497-501) or a freshly committed five-mode scripts/validate_math.py run, and add a superseded-path rule with a seeded case to scripts/qa/doc_currency_gate.mjs.	SUBMISSION_DOSSIER.md:107-115
S2-C083	HIGH	CURRENCY	documentation	STILL_OPEN	YES	"SUBMISSION_DOSSIER.md:558-562 still carries the announcement-versus-page sentence verbatim: ""Both the RTP band and the outcome cap come from the **first-party platform announcement of 2026-07-25**, quoted verbatim with its date in `COMPLIANCE_WATCH.md`. As at the 5g sweep of the same date they are **not yet on the published approval-guidelines page**; the announcement said the RTP range takes effect \""shortly with the next deploy\"". Cited as an announcement rather than as a page, so the citation is checkable."" The page citation the row asks for is available and unused: docs/stake-engine-live/2026-07-29/approval_guidelines_math_verification.md:30 reads ""The calculated Return to Player (RTP) must be within 90.0%-96.70%..."" and :22 reads ""No game mode can contain more than 10,000,000 events"". Neither CHECK anchor exists -- `grep -n ""CHECK:"" SUBMISSION_DOSSIER.md` returns only lines 289-290,"	Replace SUBMISSION_DOSSIER.md:558-562 with the page citation (approval_guidelines_math_verification.md:30 for the band, :22 for the cap), note the 2026-07-04 mirror carriage per docs/stake-engine-live/2026-07-25/DELTA_NOTES.md:34, and add both CHECK anchors.	SUBMISSION_DOSSIER.md:539-542
S2-C084	HIGH	CURRENCY	documentation	STILL_OPEN	YES	"All four recorded locations are unchanged at HEAD. (1) REPLAY_TEST_EVENTS.md:66-71 still carries the placeholder cells. `grep -o ""n/a - no curated sample yet"" REPLAY_TEST_EVENTS.md | wc -l` returns exactly 16 (spread over 6 table rows, lines 66-71). Line 66 verbatim: `| Loss | ?mockCategory=base_loss | n/a - no curated sample yet | n/a - no curated sample yet | n/a | n/a |`. (2) REPLAY_TEST_EVENTS.md:73-78 still carries the paragraph the row asks to replace, verbatim at :73: ""Cruise/antelite/super have no curated entries in `sample_rounds.json` yet (a known, previously-flagged limitation ...)"" continuing at :75-77 ""...in dev/mock mode these three modes correctly price and label their spins but fall back to `_mockSpin`'s generic random board rather than a curated feature demo."" (3) The claim is refuted by the data file at HEAD. frontend/src/lib/mock/sample_rounds.json holds 89 records ove"	Everything the row asks for remains to be done: the 16 placeholder cells, the :73-78 paragraph, the roundProvider.ts:57-60 comment, the '58 rounds' figure at roundProvider.ts:77, and the App.svelte comment (at :663-667, NOT the recorded :654-659 - the line reference has drifted). Two measured cautions for whoever implements it: (a) the row's proposed replacement text says '89 records over 40 categories'; the file holds 89 records but only 28 distinct category keys, so the '40' figure would ship a fresh wrong number. (b) The baseline warning in the row is real and now has a mechanism behind it:	REPLAY_TEST_EVENTS.md:66-78 (plus frontend/src/lib/mock/roundProvider.ts:57-60 and :77, frontend/src/App.svelte:654-659, and scripts/qa/doc_currency_baseline.json)
S2-C086	HIGH	CURRENCY	documentation	STILL_OPEN	YES	docs/records/V7_RECONCILIATION.md:20-23 is unchanged and is still written as a live claim with the right-hand side of the diff pinned to HEAD. Verbatim at :20-21: **Nothing player-facing has changed since V7 was built.** `git diff --name-only 6e9e4739..HEAD` returns fifteen files and **not one of them is under `frontend/`**. Neither half of the requested rewrite is present: there is no dated framing, no 'As at commit 7d1c6b1, 2026-07-28' prefix, no 'not re-evaluated at HEAD' sentence, and the diff is still `..HEAD` rather than `..7d1c6b1`. Measured at HEAD (563c695), read-only: git diff --name-only 6e9e4739..HEAD -> 1136 files so the command the document tells a reader to run now returns 1136 files against a stated fifteen. The claim has gone stale exactly as recorded. Both commits resolve (`git cat-file -t` returns 'commit' for 6e9e4739 and for 7d1c6b1), so the proposed pinned form is r	The whole rewrite. One measured caution for whoever writes it: the row's proposed replacement text asserts that at the pinned commit the diff 'returned fifteen files'. Run at HEAD, `git diff --name-only 6e9e4739..7d1c6b1` returns 18 files, not fifteen. The 'none under frontend/' half DOES hold at the pinned commit - `git diff --name-only 6e9e4739..7d1c6b1 | grep -c '^frontend/'` returns 0. So the freeze should be written with 18, or the prescribed sentence will freeze a wrong number permanently. Also confirmed factually: doc_currency_gate.mjs:45-49 does define exactly five phase-2 predicates (	docs/records/V7_RECONCILIATION.md:20
S2-C087	HIGH	CURRENCY	documentation	ALREADY_CLOSED	YES	The recorded defect is that TR-104's Status cell at docs/records/reviews/REVIEW_TRACKER.md:279 reads **OPEN** although TR-117 closed both halves. At HEAD that cell no longer reads OPEN. The Status cell at :279 reads: **CLOSED 2026-07-30**, superseded by TR-117, which fixed BOTH halves of this row at source and was re-proven from fresh frames. and the same cell continues with the source citations the row asked for: Verified independently here rather than accepted from TR-117's own claim: WinBanner.svelte:214 now reads `$: tierLabel = t($locale, tier === 'epic' ? 'tierEpicWin' : ...)` and :235 `$: multUnitLabel = t($locale, 'bet', ...)`, so both the tier label and the unit route through the locale layer. The hardcoded English ternary this row quoted no longer exists in the file. Those citations were checked against the source rather than accepted, and all three of the row's target lines ar	Three residuals, none of which restore the recorded defect. (1) The third citation the row asked for is NOT in the Fix-evidence cell: WinBanner.svelte:225 (the × glyph half) is nowhere in TR-104's row - only :214 and :235 are cited. The glyph half is cited only under TR-117 at :298. (2) The status wording differs from the prescribed text: HEAD says 'CLOSED 2026-07-30' where the row asked for 'CLOSED, FIXED 2026-07-29 by TR-117, both halves'; KNOWN_OPEN.md:15 and TR-117's own row both date the fix 2026-07-29, so the two records disagree on the date by one day. (3) TR-104's final narrative cell 	docs/records/reviews/REVIEW_TRACKER.md:279
S2-C089	HIGH	CURRENCY	documentation	STILL_OPEN	YES	"reports/SESSION_REPORT.md:7358-7361 is unchanged and still carries the 'Six' claim verbatim: 1. **The seven REOPENED clusters** (C-03, C-10, C-11, C-14, C-23, C-25, C-26). Six carry a known marshalling fault with the fault named; re-cluster those correctly rather than re-verifying them as they stand. No dated in-place correction note has been added beside it. The nearest dated note is at :7349-7356, and it is a different, pre-existing note about the whole 'What Session 2 picks up' heading being a record rather than a live instruction; it says nothing about the six-vs-five count. The same 'six' framing also survives at two other places in the same file: the section heading at :7279 (""## The self-caught error: six of twenty six clusters carried a marshalling fault""), :7281 (""**All six are mine, from the JOB 2 grep-level clustering**"") and :7423 (""**The six marshalling faults were counted f"	The dated correction note at reports/SESSION_REPORT.md:7358-7359 has not been written. Whoever writes it should decide whether the three sibling occurrences of the same 'six' framing at :7279, :7281 and :7423 are covered by one note or need their own; those are about the twenty-six-cluster set as a whole rather than about the reopened seven, so 'six of twenty six carried a marshalling fault' is arguably correct at :7279 while 'six of the seven reopened' at :7359 is not. Note also that reports/SESSION_REPORT.md is explicitly OUT OF SCOPE for doc_currency_gate.mjs (enumerated at gate:64-66, beca	reports/SESSION_REPORT.md:7349-7350
S2-C090	HIGH	CURRENCY	documentation	STILL_OPEN	YES	"reports/qa/stream_test/shards/SHARD_INDEX.md:9 still reads '## Status: discovery COMPLETE, verification NOT RUN', and :11-13 still read '47 shards. Every one of the 519 frames is read by at least one lens. **540 findings, none of them verified.** The adversarial pass did not run; see `../LEDGER.md` for why that was a deliberate stop rather than an omission.' The only block after :13 is the pre-existing AUDITED note at :15-27 (the one the row names as the style model), then '## PROVISIONAL...' at :29. `grep -n ""CLUSTERS.md:236|SESSION_REPORT.md:7264|verification RUN|STREAM tier"" reports/qa/stream_test/shards/SHARD_INDEX.md` returns no matches, and `grep -n ""CORRECT|Corrected|2026-08|2026-07-3""` over the same 74-line file returns no matches. No dated correction block exists anywhere in the file. (Note: HEAD in this working tree is 563c695, not the df04d8c named in the task.)"	Amend the :9 heading to 'discovery COMPLETE, verification RUN for the STREAM tier' and append a dated correction block after :13 in the style of the AUDITED block at :15-27, citing CLUSTERS.md:236 (FINAL DISPOSITION of the STREAM tier, 26 clusters) and SESSION_REPORT.md:7264 (JOB 3, 52 adversarial seats), and noting that HIGH/MEDIUM/LOW remain unverified so the 540 figure is not wholly superseded. Lines 11-13 stay in place.	reports/qa/stream_test/shards/SHARD_INDEX.md:9-12
S2-C092	MEDIUM	COMPLIANCE	gate_or_ci	ALREADY_CLOSED	YES	The hand-written array is gone; the kit now reads the delivery directory, which is the better option the row named. scripts/kit_build.mjs:502-505 is the production copy path: `const brandDir = join(clone, 'design-system/brand/delivery')` then `for (const f of brandingFiles(readdirSync(brandDir))) { cpSync(join(brandDir, f), join(STAGING, '03_branding', f)) }`. The filter at :254-256 is `function brandingFiles(entries) { return entries.filter((f) => f !== 'README.md' && !f.startsWith('.')).sort() }`, i.e. exactly 'everything in the directory except README.md and dotfiles'. `ls design-system/brand/delivery/` returns FutureSpinner-BG.jpg, FutureSpinner-FG.png, FutureSpinner-Tile.png, README.md, WeRollSpinners-Logo.png, so all four deliverables - including FutureSpinner-Tile.png, the one the old list dropped - now ship. The self-test at :336-345 asserts it against the real directory rather t		scripts/kit_build.mjs:328
